,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSs,GU,VISC,AUDd,AUDp,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,PTLp,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUBd,SUBv,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,GPi,SI,MA,MS,NDB,TRS,BST,VAL,VM,VPL,VPM,VPMpc,SPFm,SPFp,SPA,PP,MGd,MGv,MGm,LGd,LP,PO,POL,AV,AMd,AMv,AD,LD,IMD,MD,SMT,PVT,PT,RE,RH,CM,CL,PF,RT,LGv,MH,LH,PVH,ARH,DMH,MEPO,MPO,PVp,PVpo,SBPV,AHN,MM,SUM,MPN,PMd,VMH,PH,LHA,LPO,RCH,STN,TU,SCs,ICc,ICd,ICe,SNr,VTA,RR,MRN,SCm,PAG,APN,MPT,NOT,NPC,CUN,RN,SNc,PPN,IPN,CLI,DR,NLL,PSV,PB,SOC,PCG,PG,PRNc,SUT,TRN,V,CS,NI,PRNr,DCO,VCO,NTS,SPVC,SPVI,SPVO,VII,AMB,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,LAV,MV,SPIV,SUV,XII,RM,CENT,CUL,PYR,NOD,SIM,AN,PRM,PFL,FL,FN,IP,DN
SNc,6754.304183,5322.182353,5585.807909,4841.164633,4275.365481,4529.693698,5088.897228,4716.59305,4341.298769,4126.969227,4857.468476,4084.727653,3737.395483,3790.613407,3625.086206,4034.92565,4356.962818,3912.320283,4053.856189,3953.084239,4017.617453,5103.552684,4463.952845,5844.120978,5219.315089,5683.638799,6015.085203,5764.601027,5342.108666,3860.375629,4957.380861,4445.854811,4297.528359,3832.916644,4120.831227,3358.664169,3120.29646,3229.841327,7643.420373,6849.908759,5777.434552,5272.926133,5130.180309,3710.20552,3055.118656,3204.293994,2052.437575,2794.973166,2571.356646,3080.28002,2935.238491,2196.730525,2040.833163,2968.164416,2333.988003,2039.148106,3069.812698,2369.599122,3098.184953,2164.052911,4285.002917,3942.239211,2747.043866,2457.895441,2340.27242,2374.210395,1583.903406,3610.574746,4364.845358,3385.077547,4823.380557,3879.594051,4241.830383,3455.882666,3419.612551,3089.700633,2386.419913,2615.697804,2017.733877,2729.583302,2185.177338,3442.473675,3618.528707,3985.050188,4252.131818,3541.274488,3083.423422,2013.392659,1764.050736,1908.533468,1748.392118,1366.793693,1654.161419,811.634154,1865.810816,920.597632,1718.465886,1477.751671,1181.894665,2102.082301,2315.842179,1784.831925,1303.36104,2859.414276,2631.183194,2453.950896,3029.95462,2674.182118,2360.746704,2369.730997,2105.201891,3009.256553,3045.283238,2578.032195,2350.6648,2245.690317,2313.141803,1775.880064,2361.937764,1791.298412,2970.269348,2548.89682,2934.599632,2761.453422,2051.066796,3779.550238,3604.597758,2248.610682,3509.00627,2991.863967,2842.20425,1681.888819,1400.669483,3483.9812,1733.493582,2502.623623,1619.220491,2039.301351,3449.909419,3041.792235,1207.787233,2463.863836,3685.613924,3719.374947,4455.333882,3066.145789,241.091269,897.5661536,843.3563897,1164.313102,2714.083639,2340.67298,1823.972313,2549.75489,2420.356379,1948.557159,2295.78418,918.2183836,0.0,1445.683229,1394.184349,1506.237033,2255.271602,1343.968006,2047.10161,2069.269195,2212.60593,2556.486847,1655.672069,2099.404678,2001.405756,1722.09901,1936.00749,1728.257793,2412.726673,1364.963369,3017.242118,2663.409469,3865.229618,4577.526625,3693.406287,2960.046452,2918.154382,3955.218072,3530.049575,4355.815079,3615.504806,4521.338297,3502.409885,4430.857705,4563.852539,3257.395432,3264.008272,3884.102213,3273.950213,2764.507189,3001.874414,3314.079812,2644.451739,4288.793537,2997.290443,3356.802794,4176.870838,4732.533677,3678.994428,3814.20044,4401.562223,4337.193793,3504.728948,2551.715109,3671.086351,3313.419684,3253.171529
PPN,7832.663978,6162.842283,6425.826795,5859.340833,4896.299623,5073.275569,6068.927006,5433.346115,4607.805877,5041.515149,6045.246066,5126.889895,3906.164999,4087.022143,4152.86046,3892.380377,4025.310547,3489.44838,3565.634586,3294.21842,3235.15842,5840.911744,5168.353219,6841.692042,6325.049407,6872.317659,7110.291836,6939.065139,6577.090922,5009.24146,6256.646466,3941.52572,3941.287861,3485.147056,4097.102635,3509.362478,3681.202249,3264.486943,8929.550661,8028.464984,7094.62825,6533.280187,6310.209981,5050.309396,4482.605269,4598.641104,3233.032632,4019.561543,3392.178504,3052.560401,3248.942136,2650.589557,2205.6745,3203.123476,1956.399755,1585.283886,2424.613371,1837.117307,2831.739748,2232.291424,5513.279423,5281.216716,3999.531223,3517.989483,3534.384671,3704.304928,2818.465895,4746.709387,5746.901339,4806.115895,6262.986508,4800.650998,5409.540184,4645.7642,4359.902522,4526.72619,3730.281491,3980.813359,3427.280263,3992.571227,3517.81182,4871.408934,5061.002865,5185.617128,5629.44269,4481.698897,4405.39442,3154.956418,3001.145615,3018.69177,2791.393021,2451.14769,2657.301263,1761.746293,2568.316569,1512.448346,1871.663698,1806.585177,1646.777156,2561.005662,2736.44386,2530.933622,1654.916916,3858.918242,3744.74632,3651.968647,3923.088707,3383.230705,3069.710898,3231.195599,3253.747839,3882.090287,4137.481118,3753.831376,3397.885372,3250.096152,3049.692607,2481.682897,3532.527424,2523.638247,3487.477598,3106.746691,4175.748436,3957.350755,3275.95406,5056.184332,4973.240895,3328.851153,4796.157316,4270.392254,4186.660364,2631.301959,2491.36007,4821.630948,2902.585055,3783.269089,2656.477931,3447.281538,4846.325928,4375.21428,2645.515073,3813.217146,3060.841388,2584.327766,3394.11255,2038.688304,1519.25146,1919.798166,645.174395,1095.73035,2177.441159,1624.422974,2145.198126,2645.042533,2392.305373,2278.56863,1022.558067,1250.249975,1445.683229,0.0,1964.370128,1431.345521,1378.858223,718.5053932,1473.30411,683.2825184,2213.735531,1259.216026,2257.487541,1472.243186,689.6557112,1866.98286,1045.526183,1442.870403,1330.883165,1110.461616,1990.916874,2119.846693,2643.860813,3476.887976,2715.004604,2146.363203,2419.839871,3184.140386,2703.007584,3743.410878,2662.118517,3753.997869,2996.977644,3289.75683,3567.737378,2281.58388,2220.078827,3295.641061,2129.260435,1504.160896,1715.007289,2045.268931,1283.793208,3155.748723,2510.726986,1994.523753,2816.247503,3298.76871,2298.912787,2641.61409,3185.710282,3066.145789,3010.50245,1954.80178,2227.526655,1914.092474,2064.733639
IPN,7124.736837,5917.400189,6032.723266,5817.484422,5419.409562,5269.546944,5966.416429,5617.940014,5253.629698,5323.826162,5734.653433,5236.052903,5045.604523,5151.941382,4997.874548,5223.684045,5129.388365,5099.87745,5041.701102,4996.811483,4758.938957,5417.679393,4755.851659,6084.611738,5453.783091,6121.172273,6236.284952,6076.234442,6004.425451,4952.145999,5621.220953,5084.473916,4850.257725,4296.073789,5140.890001,4741.373746,4491.380634,4592.180854,7856.724827,7190.358127,6038.729171,5320.126878,5277.191488,4538.378014,3449.094084,3700.844498,2849.342029,3460.220369,3654.876879,4266.219052,4003.514081,3526.063669,3247.883926,4268.34277,3513.011529,3215.68422,3962.480284,3476.887976,3983.559966,3480.211919,5133.346861,4740.64869,3708.26779,3684.596314,3423.174696,3200.488244,2495.245479,4409.223288,4596.262068,3954.902022,4979.583316,4193.000119,4398.081968,3629.996556,3654.620363,3599.305489,3308.51175,3414.399654,2715.925257,3566.773752,3041.997699,3715.087482,3832.916644,3957.034875,4169.757187,3717.273867,3318.320358,2535.497979,1969.295559,2907.103369,2670.323014,1691.338228,1446.979613,1957.996425,1744.276354,2269.636535,2874.565185,2755.222314,2401.171589,3225.871975,3160.3995,2574.028943,2378.287199,3351.305716,2899.461157,2734.15892,3439.56756,3416.869913,2359.157689,2637.351892,2113.202546,3072.560008,3124.699986,2397.655104,2237.325412,2270.600141,2878.476159,2116.305744,3210.334873,3094.147702,3189.63164,2893.635257,2701.504211,2180.166278,1639.550243,3578.582121,3507.402885,1492.481156,3212.767499,2625.595171,2664.934333,782.6237921,847.4225628,3261.422236,1217.066144,2123.234561,1064.483443,2189.748844,3518.611232,2761.113906,1943.900718,2337.065468,4173.128323,4171.630377,4785.263838,3723.237838,1445.034602,694.1721688,1686.712779,1744.455502,3251.538098,2591.090504,2568.681568,2814.471531,3182.471524,2400.650953,2804.126424,1120.546742,1394.184349,1964.370128,0.0,933.4077351,2134.537421,2252.498613,2564.29815,2627.85559,2107.87215,2453.186703,1030.776406,1805.893131,2427.575951,918.2183836,2262.327341,990.265116,2106.240727,1233.642979,3607.457553,3358.012805,3746.831995,4726.124205,3892.781782,3198.534821,2804.57216,3816.57569,3125.49996,3880.157858,3489.000573,4346.118958,2973.318853,4420.83137,4306.245464,3237.379341,2905.382935,3681.372027,2938.749734,2934.067143,2946.82032,3414.216601,2970.795348,3950.79106,2284.45836,3541.627451,4567.822238,4736.362001,3641.599923,4573.906973,5128.352562,4831.537023,4433.607448,3487.656807,3816.16627,3726.090444,3886.75636
CLI,7256.764086,5824.248879,5947.058096,5902.171211,5237.96239,4966.953292,6000.260411,5447.132273,4817.22171,5391.02263,5975.679878,5414.909972,4722.353756,4931.911394,4918.968388,4725.529071,4425.847376,4565.906263,4372.070448,4348.92228,3959.008714,5261.416159,4571.993548,6155.789957,5625.055555,6350.885765,6402.636176,6306.791974,6276.991716,5237.246414,5971.442456,4304.430857,4101.066934,3538.184563,4606.110073,4558.714183,4529.486726,4390.116741,8236.542054,7425.883786,6445.63806,5707.45127,5543.690107,5031.463505,4148.795006,4393.318791,3413.39274,4107.690957,4014.115718,3806.983714,3619.133184,3318.602869,2867.272223,4275.950187,3260.559768,2832.291475,3256.723814,2946.396104,3339.535896,3346.733482,5403.355439,5171.798527,4185.092592,3940.653499,3816.49381,3746.74859,2990.610306,4550.686761,5103.981289,4493.328388,5656.522783,4173.278088,4647.109317,3897.194504,3660.430303,4212.036325,3732.458975,3953.24234,3287.666346,3821.076419,3362.476766,4308.204382,4519.126022,4300.363357,4804.750254,3735.890122,3731.119135,2658.006772,2289.787108,2975.525164,2667.044244,1800.867846,1687.083282,1853.712491,1612.839112,2119.256945,2472.978973,2470.323865,2125.588154,2915.904662,2772.521416,2355.976443,2012.46118,3363.220183,3056.652581,2977.939724,3373.518193,3194.330916,2204.115469,2556.731312,2401.171589,3052.355648,3313.419684,2797.99035,2453.696191,2388.121647,2666.575519,1888.451747,3347.013594,2985.799725,2859.414276,2573.05752,3214.128964,3043.332877,2342.141114,4105.63637,4147.36362,2373.55219,3827.613486,3310.400278,3344.49174,1681.888819,1589.221508,3929.137946,2036.234269,2932.682219,1614.96904,2829.973498,4123.48457,3564.232035,2377.498686,3154.064838,3341.219837,3291.845987,3868.946885,2919.118017,1650.946698,1164.313102,1325.235828,1158.393284,2458.912361,1713.18417,2113.793982,2215.005643,2587.832104,1923.70086,2038.841583,716.3274391,1506.237033,1431.345521,933.4077351,0.0,1206.751839,1963.415392,2495.120238,2018.817723,2468.172401,1775.704086,1783.605898,1713.548949,1952.722459,1355.774686,2036.387733,761.9875327,1566.045976,1204.418947,3289.75683,3289.376841,3340.471524,4446.487378,3691.544392,3085.145864,2918.154382,3791.932225,3022.209457,3979.714186,3315.965169,4339.786861,3113.779857,4113.848563,4118.859065,3036.754024,2581.908209,3783.682069,2502.748489,2495.245479,2438.237068,2972.898417,2441.695108,3606.071269,2369.599122,2688.052269,3739.150973,4024.378834,3033.768284,3857.217261,4521.752979,4322.904116,4316.899929,3288.61673,3096.066052,3098.991772,3422.079046
DR,7712.530389,6031.842587,6174.038387,6269.619207,5278.849306,4917.50699,6321.046195,5533.534133,4550.89277,5716.697036,6521.790398,5867.388687,4537.276165,4868.392959,5040.089285,4285.805059,3721.810715,4038.40934,3669.298298,3642.886905,3030.470261,5436.566012,4746.643551,6578.468667,6173.532214,6925.857348,6926.218304,6894.336444,6875.090908,5810.228051,6652.584084,3465.634862,3357.640541,2818.244134,4162.030754,4529.141751,4788.136381,4333.084929,8954.503057,7994.52938,7211.275893,6483.729637,6199.294315,5833.791649,5169.50191,5389.68923,4283.252269,5033.947258,4636.876643,3490.970495,3480.211919,3403.215391,2772.859535,4476.186993,3195.895806,2655.301301,2540.177159,2543.373744,2787.696181,3452.625812,5998.333102,5926.951156,4967.267861,4508.048358,4529.141751,4615.260014,3830.796262,5053.958844,5987.539144,5381.101188,6673.173908,4567.274899,5313.367576,4611.737742,4122.499242,5165.147626,4510.681767,4819.815868,4212.184706,4466.892096,4090.079461,5271.444299,5548.761123,5080.046752,5817.484422,4210.774869,4575.341517,3303.596525,3157.629649,3487.298381,3149.305479,2571.356646,2602.402736,2342.007686,2250.833179,2444.125611,2414.927535,2564.907406,2319.078481,2952.752953,2761.000724,2654.595073,2128.673296,3834.057903,3716.60127,3720.635026,3764.555087,3378.794164,2676.167969,3033.665275,3247.402808,3550.088027,3995.935435,3706.076092,3246.055298,3097.075233,2949.046456,2318.404624,3911.361655,3248.653567,2992.69945,2750.113634,4184.271143,4232.094635,3462.387182,5055.813485,5175.0,3573.338775,4854.44384,4397.158173,4417.649262,2885.524216,2748.294926,4986.795063,3208.777026,4090.461465,2713.04718,3869.593002,5115.478961,4709.962845,3268.218169,4296.001047,2435.928981,2174.568923,2702.08253,1986.517053,2425.257718,2255.687257,1630.567386,1302.161664,1710.628539,838.8980868,2128.526486,2022.374842,2253.469547,1993.269927,1265.158093,1456.665713,2255.271602,1378.858223,2134.537421,1206.751839,0.0,2079.963942,2739.867698,1575.0,3169.483396,1257.726123,2861.162351,2125.735167,1759.794022,2320.964239,2183.603673,1559.046183,1423.464085,1880.32577,3080.787237,3422.900817,3001.874414,4189.570384,3599.826385,3176.967894,3309.361721,3930.012723,3156.738824,4271.636103,3309.550574,4461.922232,3530.6692,3846.264421,4027.871646,3023.760076,2488.473428,4078.755938,2254.994457,2218.389055,2064.279535,2614.980879,2025.0,3347.760445,2841.434497,1599.023139,2664.34795,3142.152924,2398.697563,2993.63909,3786.984288,3737.479097,4307.04365,3265.156964,2243.462725,2414.021541,2979.198718
NLL,7828.992592,6171.861551,6496.345126,5589.107711,4650.671994,5110.834081,5878.40327,5328.34402,4606.856303,4638.493829,5749.891303,4694.012143,3559.582138,3644.344934,3644.344934,3695.013532,4189.644973,3246.921619,3563.00435,3197.753117,3431.65412,6001.874707,5354.962652,6928.293441,6373.087949,6799.540426,7159.870809,6921.38895,6376.568435,4556.45147,6017.734208,4201.264691,4240.430403,3839.107969,4059.710581,2948.198603,3059.207414,2686.191542,8865.840344,7987.098973,7009.36873,6553.243472,6350.0,4639.841053,4193.745343,4243.671759,2762.924176,3553.255549,2748.749716,2868.470847,3161.19044,2293.060182,2019.591543,2504.246394,1337.441588,1138.804197,2516.197528,1648.863245,2936.409372,1577.379155,5229.364206,4933.811914,3512.121866,2994.787138,3032.841077,3280.339159,2380.91369,4574.795077,5638.095867,4534.864937,6078.548346,4915.918022,5463.114954,4695.276882,4500.416647,4243.671759,3359.129351,3584.776841,3103.02272,3770.029841,3273.186521,4713.080203,4864.925488,5268.598011,5582.842018,4637.01143,4370.211665,3172.538416,3060.330864,2842.753946,2700.115738,2572.571671,2872.498912,1684.116979,2886.823514,1195.303309,1756.594717,1551.612065,1498.540957,2442.8467,2808.358061,2588.556548,1641.645516,3907.844674,3823.692587,3693.998511,4033.686279,3426.550744,3363.498922,3412.751822,3379.811385,4098.399078,4262.481672,3883.780375,3584.776841,3434.83988,3176.574413,2710.39665,3380.458549,2203.406454,3774.751647,3353.076945,4267.683798,3988.342388,3358.291977,5117.494504,4940.457975,3421.439755,4851.610557,4323.62695,4178.890403,2779.613282,2620.710781,4823.445345,2971.321255,3784.260165,2853.178053,3360.245527,4769.761524,4328.539014,2470.323865,3709.531642,3434.56693,2970.479759,3836.176482,2309.491286,1332.525797,2073.191983,770.5517504,1451.507837,2551.225196,2185.177338,2315.302356,3032.531945,2582.029241,2565.760121,1460.094175,1602.537051,1343.968006,718.5053932,2252.498613,1963.415392,2079.963942,0.0,1125.0,976.2812095,2082.516507,1851.519646,2305.157261,1724.456436,904.5026258,2093.591412,1018.270593,1917.843841,1890.105817,1340.941833,1735.655496,1623.268308,2892.447061,3444.742371,2619.637379,1991.387707,2359.157689,3173.917138,2911.829322,3840.979693,2754.655151,3738.482312,3129.396907,3375.83323,3710.121292,2347.738273,2571.235112,3252.499039,2551.225196,1699.632313,2083.266666,2230.610903,1488.917392,3458.865421,2788.368699,2507.114876,3141.456668,3684.850743,2680.718187,2685.726159,3096.570684,3013.718633,2427.575951,1374.772708,2613.06812,2084.1665,1915.234973
PSV,8753.213696,7206.680928,7523.338687,6478.71515,5648.063828,6211.481305,6826.32771,6377.842504,5719.156406,5447.132273,6535.910419,5416.237162,4477.164281,4466.892096,4385.986206,4666.770832,5257.851272,4086.639818,4541.819569,4043.049592,4355.528097,7034.424283,6383.278938,7869.760162,7256.505702,7657.798313,8050.582277,7777.531742,7182.791936,5185.135003,6751.666461,5228.647053,5301.238063,4891.510503,5140.221299,3585.561323,3585.125521,3270.512192,9612.166769,8844.878462,7730.580509,7278.950817,7167.504796,5116.761671,4508.394947,4496.178933,2891.0422,3620.946009,2812.249989,3905.444917,4259.401366,3265.348373,3103.727598,2754.201336,1801.561822,2006.551769,3513.100482,2624.523766,4030.276045,2143.886657,5999.739578,5533.138802,3874.032137,3547.798613,3461.033083,3620.255516,2661.17925,5464.601998,6264.682753,5072.536348,6502.739807,5881.910829,6284.504754,5497.840485,5435.243785,4684.348941,3917.987366,3991.396999,3514.523439,4563.852539,3999.140533,5243.209895,5272.629799,6007.911451,6077.314374,5560.238304,5075.0,4046.371832,3791.932225,3751.416399,3649.828763,3386.000591,3571.676777,2639.483851,3709.194657,2179.592852,2866.18213,2615.458851,2567.342984,3528.544317,3911.681224,3619.392214,2734.15892,4858.690667,4676.670824,4499.027673,5010.738469,4485.044593,4255.878288,4346.694146,4118.403817,4999.124923,5085.948781,4551.030103,4342.81015,4251.470334,4198.511641,3659.491085,4261.528482,3165.931932,4783.108299,4370.211665,4861.712661,4192.701993,3797.532093,5704.877299,5433.806217,3628.446637,5355.254429,4762.024254,4635.59597,3030.367139,3036.651116,5282.873271,3302.366576,4089.621009,3379.164098,3848.132664,5301.768573,4621.755619,3081.091527,3969.099394,4426.412204,3706.160412,4583.734831,3160.3995,1927.433527,2604.083332,1709.714889,2426.159517,3580.939123,3089.194879,3399.080758,4053.624921,3696.789147,3595.657103,2221.204628,2369.599122,2047.10161,1473.30411,2564.29815,2495.120238,2739.867698,1125.0,0.0,1575.991751,1343.968006,2001.24961,2192.743715,1334.400615,1124.722188,1993.113143,605.1859218,2083.566654,1886.299287,1395.976361,1232.122153,828.0247581,2322.848467,2628.093415,1711.906832,976.6012492,1360.147051,2157.979379,2135.85463,2890.501687,1887.789713,2706.589182,2283.911119,2603.003073,2854.492074,1505.406922,2060.79475,2200.710113,2185.606323,1346.523301,1814.007993,1759.616435,1433.96304,2839.344114,2210.910446,2962.262649,3547.974774,3599.479129,2480.549334,3203.513696,3193.841731,2706.589182,1995.306994,1210.630001,2678.852366,2129.994131,1762.455673
PB,8286.208421,6507.207542,6797.471957,6187.28535,5056.246137,5299.410345,6401.952827,5677.202216,4691.481642,5297.405025,6451.114245,5438.00285,3855.677632,4071.624369,4235.342371,3723.741398,3890.533382,3178.148046,3290.231755,2900.431002,2888.879541,6214.951729,5550.900828,7304.664606,6831.407249,7359.39026,7606.781514,7445.720247,7036.956018,5374.185985,6741.197965,3762.146993,3866.603807,3468.158733,4036.474328,3442.201331,3798.766247,3157.926535,9477.473292,8520.74674,7655.104506,7120.086025,6856.611773,5532.065618,5078.200961,5164.966118,3727.851258,4519.126022,3700.675614,2996.45624,3381.013162,2816.247503,2331.710745,3219.76319,1803.295594,1453.874135,2166.939085,1634.587104,2771.845053,2256.933761,5948.581764,5765.468324,4454.00101,3875.322567,3965.160779,4218.115693,3332.135201,5180.552577,6344.09174,5366.621377,6883.812534,5260.762777,5962.067594,5214.522989,4852.641033,5106.184975,4231.651569,4501.388675,3995.387966,4480.094865,4038.177188,5483.953866,5683.143936,5781.760113,6277.439765,4981.591111,5004.185748,3700.084458,3621.463792,3475.179851,3259.601203,3053.072223,3292.890068,2273.351051,3135.382752,1909.679292,2065.490257,2053.80744,2003.746491,2800.55798,3017.656375,2959.518542,2007.641651,4339.426805,4300.145346,4230.24822,4384.204603,3743.410878,3588.697535,3739.819514,3871.369267,4399.857952,4705.913833,4388.692858,4003.592137,3832.264344,3477.96636,2987.996821,4009.130205,2824.114906,3885.469727,3517.456467,4825.453347,4637.752689,3954.111784,5700.603038,5626.166546,4008.818404,5458.594141,4943.746049,4851.932605,3309.550574,3174.11405,5485.777064,3584.951185,4461.642074,3327.912258,4095.805782,5482.92805,5047.957508,3250.096152,4475.349148,2918.154382,2148.982317,3017.759931,1637.261433,2131.020882,2599.759604,1248.248773,1589.418133,2165.785077,1719.193125,2484.954728,2949.682186,2543.865169,2670.674072,654.7900427,1885.802217,2069.269195,683.2825184,2627.85559,2018.817723,1575.0,976.2812095,1575.991751,0.0,2595.428674,1178.452375,2870.648881,1800.520758,541.9870847,2442.590838,1179.512611,1986.831649,1468.204686,1675.186557,1610.318292,2029.932265,2362.599204,3117.791686,2464.878293,2054.872259,2569.776255,3126.19977,2737.813909,3814.610072,2548.038461,3670.405291,3182.373328,2972.688177,3400.091911,2163.04184,2186.46404,3337.757481,2041.598638,1227.54837,1485.97611,1700.367607,841.872912,2964.898818,2793.854864,1544.749171,2210.910446,2788.368699,1903.122434,2010.907755,2521.036493,2465.892333,2767.44467,1753.033086,1695.582496,1280.868846,1502.913837
SOC,8780.304664,7506.830223,7747.378589,6835.843035,6321.639423,6735.632858,7172.429853,6894.245789,6459.198867,5946.532603,6712.348695,5792.505934,5448.50897,5396.121292,5179.104652,5732.255228,6176.467437,5281.275888,5641.088104,5253.213302,5418.775231,7241.676256,6591.376943,7881.188045,7190.140819,7636.794157,7981.580357,7699.431797,7230.750307,5432.138161,6734.519285,6140.337939,6100.870839,5617.439363,6060.373338,4587.210481,4313.423814,4324.49419,9364.761075,8775.854659,7489.868156,6970.069942,6993.345051,5040.95725,4060.403305,4079.292218,2678.735709,3278.90988,3036.23945,4876.089622,5006.620617,4043.667889,3932.953725,3618.78778,2995.934746,3140.859755,4561.592375,3728.689448,4925.126902,3135.881056,6129.896002,5501.533877,3858.999223,3873.709463,3574.737753,3465.725032,2559.907225,5658.676966,5939.170818,4848.388908,5987.747907,5979.600739,6132.393497,5345.441984,5479.792423,4367.851302,3918.944373,3841.386468,3287.95149,4670.519243,4048.842427,4869.419883,4786.112723,5722.652357,5532.969366,5574.047004,4843.100763,4104.494488,3637.134861,4032.13653,3933.668771,3379.903845,3373.888706,3006.76321,3692.644716,2792.959899,3639.539806,3364.056331,3195.113457,4193.670826,4467.94136,3986.383072,3343.183363,4994.05897,4633.438248,4404.968785,5166.599462,4884.222047,4294.909778,4442.409256,3925.398069,4992.243984,4956.876537,4222.336439,4151.054083,4156.170112,4489.849663,3842.606537,4447.119854,3771.852993,5021.018323,4641.524534,4424.505622,3362.662635,3252.114697,5229.065404,4901.40286,2830.746368,4790.746288,4150.075301,4082.431873,2359.687479,2559.540974,4694.278432,2690.376368,3391.349289,2980.562028,3440.294319,4855.023172,3902.963618,2976.050235,3294.502997,5256.959673,4697.406199,5504.600349,4203.049488,2046.032747,2361.408478,2265.640086,2891.366459,4343.457724,3706.329046,3910.083119,4457.647922,4386.627406,3975.393062,3157.134777,2532.538252,2212.60593,2213.735531,2107.87215,2468.172401,3169.483396,2082.516507,1343.968006,2595.428674,0.0,2538.454254,1305.995789,1196.087371,2094.934367,1304.319746,1463.728117,1859.771491,2153.340428,1330.883165,2462.087529,1926.622693,2790.273284,3233.902441,2343.474984,1626.729848,980.4335776,2100.743916,1926.947067,2343.874997,2081.766077,2592.898957,1579.16117,3078.656363,2924.358904,1882.153022,2175.574637,1845.433553,2428.605567,2179.592852,2407.670036,2514.706742,2438.237068,3015.066334,1527.047805,3822.466481,4609.02647,4369.925629,3160.003956,4456.035233,4478.629813,3831.040981,3079.569775,2486.337668,3558.967547,3231.969214,3026.342677
PCG,8778.168943,7106.247252,7300.556486,7039.44245,6012.746876,5966.783053,7194.007923,6469.302513,5479.393215,6275.049801,7242.107773,6378.136483,4964.373072,5207.266557,5347.604604,4767.20568,4557.96007,4264.753803,4180.983736,3878.305042,3544.449887,6612.535444,5922.942681,7693.869313,7223.356214,7892.203431,7997.616833,7899.683538,7707.301733,6261.838787,7406.078585,4296.655676,4331.353714,3857.055224,4919.540121,4607.466766,4881.662114,4325.65024,9900.189392,9005.657944,8093.013963,7419.273886,7203.514767,6248.099711,5527.940394,5669.270235,4313.713597,5080.969396,4508.186997,4026.474885,4262.335041,3845.451859,3314.079812,4281.427916,2919.010963,2618.921534,3030.985813,2749.20443,3560.986521,3354.660937,6703.870151,6477.123204,5190.917549,4766.222299,4746.446039,4851.932605,3937.242055,5878.934853,6748.425742,5927.741982,7255.38593,5660.554301,6301.983815,5553.264805,5199.218691,5620.998577,4925.0,5139.674114,4538.928838,5156.185606,4684.348941,5891.413243,6063.260262,6020.797289,6509.320241,5296.579085,5376.860143,4160.003005,3926.034895,4183.673625,3911.681224,3374.166564,3412.751822,2921.793114,3247.402808,2765.072332,2985.799725,3007.178911,2840.994544,3666.486738,3695.774614,3548.943505,2777.251339,4820.982784,4659.801498,4595.786113,4817.935242,4361.550756,3761.980861,4070.165844,4097.102635,4636.135244,4977.13522,4541.681957,4168.333,4052.776826,3967.681943,3321.426651,4668.310722,3750.416644,4169.907073,3874.112802,4963.491715,4616.952458,4026.319659,5858.380749,5844.976476,3929.137946,5571.018758,5026.119278,5025.55967,3218.015693,3211.113514,5639.259703,3623.620427,4541.475531,3345.706203,4398.366174,5785.218233,5170.650346,3735.053547,4662.215139,3313.702612,2468.425612,3153.668499,2301.222501,2623.928353,2721.901909,1845.433553,2025.771458,2642.087243,1893.574662,3068.998208,3215.101087,3194.330916,3062.47449,1319.564322,2074.849392,2556.486847,1259.216026,2453.186703,1775.704086,1257.726123,1851.519646,2001.24961,1178.452375,2538.454254,0.0,2756.016147,1387.668909,1063.014581,2132.486811,1408.456602,1525.204904,520.2163012,1595.69734,2141.407248,2627.379874,1752.319891,2954.974619,2414.150989,2112.75886,2344.141634,2758.056381,2046.185475,3199.218655,2098.511377,3269.652122,2579.001745,2590.487406,2798.325392,1832.689281,1331.117951,2983.391526,1084.838698,1064.483443,808.1614938,1388.794441,1028.955781,2155.661151,2064.128145,1391.042774,2370.785735,2292.651304,1266.145726,2751.817581,3138.96878,2750.113634,3580.328197,2654.830503,1384.28682,1546.568783,2119.846693
